id,id_site,id_person,ids,infantdir,song,praat_f0_mean,praat_f0_median,praat_f0_std,praat_f0_min,praat_f0_max,praat_f0_first_quart,praat_f0_third_quart,praat_f0_IQR,praat_f1_mean,praat_f1_median,praat_f1_std,praat_f1_min,praat_f1_max,praat_f1_first_quart,praat_f1_third_quart,praat_f1_IQR,praat_f2_mean,praat_f2_median,praat_f2_std,praat_f2_min,praat_f2_max,praat_f2_first_quart,praat_f2_third_quart,praat_f2_IQR,praat_intensity_mean,praat_intensity_median,praat_intensity_std,praat_intensity_min,praat_intensity_max,praat_intensity_first_quart,praat_intensity_third_quart,praat_intensity_IQR,praat_intensitytravel_mean,praat_intensitytravel_median,praat_intensitytravel_std,praat_intensitytravel_max,praat_intensitytravel_first_quart,praat_intensitytravel_third_quart,praat_intensitytravel_IQR,praat_voweltravel_mean,praat_voweltravel_median,praat_voweltravel_std,praat_voweltravel_max,praat_voweltravel_first_quart,praat_voweltravel_third_quart,praat_voweltravel_IQR,praat_f0travel_mean,praat_f0travel_median,praat_f0travel_std,praat_f0travel_max,praat_f0travel_first_quart,praat_f0travel_third_quart,praat_f0travel_IQR,praat_f0_range,praat_f1_range,praat_f2_range,praat_intensity_range,praat_intensitytravel_range,praat_voweltravel_range,praat_f0travel_range,praat_f0travel_rate_median,praat_f0travel_rate_IQR,praat_voweltravel_rate_median,praat_voweltravel_rate_IQR,praat_intensitytravel_rate_median,praat_intensitytravel_rate_IQR,praat_f0_travel_rate_default,praat_voweltravel_rate_default,praat_intensitytravel_rate_default,mir_attack_mean,mir_attack_std,mir_attack_range,mir_attack_min,mir_attack_first_quart,mir_attack_median,mir_attack_third_quart,mir_attack_max,mir_attack_iqr,mir_attack_dist,mir_roughness_mean,mir_rolloff85,mir_inharmonicity,mir_roughness_std,mir_roughness_range,mir_roughness_first_quart,mir_roughness_median,mir_roughness_third_quart,mir_roughness_max,mir_roughness_iqr,mir_roughness_dist,mir_tempo,mir_pulseclarity,tm_peak_hz,tm_peak_idx,tm_std_idx,tm_std_hz,npvi_phrase,npvi_total,npvi_num_events
ACO07C,ACO,7,0,0,1,196.4959707,197.02,45.07399704,82.26,299.41,157.11,228.37,71.26,632.3738376,571.625,214.5015658,252.46,2111.03,473.77,804.955,331.185,1600.457771,1604.61,435.0707751,577.15,2936.41,1305,1965.97,660.97,67.9440891,71.3,11.83085105,42.94,89.41,59.31,77.03,17.72,4.129841017,1.95,5.634334297,72.44,0.64,5.5425,4.9025,161.7878363,81.52006647,223.0551346,2115.757066,25.9239538,203.5829946,177.6590408,24.07741653,2.395,56.96057398,293.62,0.09,9.81,9.72,217.15,1858.57,2359.26,46.47,72.44,2115.757066,293.62,0.162221323,0.59425689,4.967251617,11.74171619,0.120367306,0.317424387,1.222008498,8.211267622,0.209603086,5.861222365,5.088475172,25.35823124,0.55506807,2.413361476,4.469764746,7.581922698,25.91329931,5.168561222,373.9842758,374.2164408,4399.986219,0.428535007,122.9722022,2246.538102,0,5.781603163,38.40734547,2246.538102,38.40734547,2542.144283,87.73563697,0.113273162,1.445,19,169.1204,8.87882,64.52942295,58.60468894,123
ACO07D,ACO,7,0,0,0,151.6596403,153.14,19.49358372,107.13,266.14,139.455,162.01,22.555,601.5056842,595.565,169.7629515,316.89,1068.8,465.355,733.32,267.965,1662.983263,1698.865,319.295419,707.05,2435.41,1467.3625,1888.7625,421.4,62.87879581,66.22,9.469714613,42.66,77.79,57.21,69.835,12.625,4.893229167,2.78,7.223139808,72.68,0.975,6.2325,5.2575,199.1731606,100.8711069,274.6280323,1579.613976,30.4464433,240.8944524,210.4480091,28.476875,5.14,55.47436519,266.14,0.7125,11.465,10.7525,159.01,751.91,1728.36,35.13,72.64,1579.613976,266.14,1.691883041,10.08611003,37.07483417,97.76860308,1.08744261,2.331004727,9.345757171,65.36616092,1.605897121,7.954883581,4.147989717,15.03446403,2.130862615,4.605123394,7.401021613,11.39677968,17.16532664,6.791656283,100.9031887,511.6827564,5658.017349,0.486498228,46.2316492,317.5367566,0.373677302,6.084574757,31.94805494,317.5367566,31.57437764,1394.584889,154.7297332,0.152937973,2.495,39,154.0069,8.085362,65.31201099,68.92794936,28
ACO08A,ACO,8,1,1,1,216.5020411,213.945,43.42603107,101.32,410.95,191.02,242.7225,51.7025,630.8251025,590.32,205.8004028,123.86,1931.23,469.38,775.065,305.685,1753.34106,1772.81,368.1682295,629.31,3029.98,1539.175,2036.44,497.265,72.07058548,75.7,10.28937187,47.14,91.94,66.875,79.07,12.195,2.994900468,1.095,4.48358982,61.18,0.41,3.42,3.01,141.2473788,69.98840954,200.2076731,1778.267173,25.66966431,172.9855894,147.3159251,24.19775761,2.995,59.65541372,399.42,0.64,10.2775,9.6375,309.63,1807.37,2400.67,44.8,61.18,1778.226241,399.42,0.139056472,0.558947608,3.223728248,8.052273199,0.051803687,0.186960374,0.90511714,5.283358304,0.112024254,5.148286158,3.597673882,20.80505063,1.129392959,2.771271539,4.245761505,7.185176871,21.93444359,4.413905332,237.7428211,250.805191,4189.059663,0.454434941,111.8651259,2699.62577,0.187063036,9.69605181,37.89147747,2699.62577,37.70441443,2379.663241,85.50953679,0.056127139,1.34,17,183.6108,9.639565,78.77292269,77.9098442,132
ACO08B,ACO,8,0,1,0,200.3224793,199.565,46.93422628,102.54,436.57,170.225,227.1825,56.9575,597.3522393,530.28,211.4761026,228.91,1348.11,443.8475,699.6075,255.76,1785.649663,1822.355,303.2285193,852.16,2621.13,1600.4,2019.3775,418.9775,67.26626911,69.5,10.54636579,47.31,85.69,59.925,75.545,15.62,3.438776758,1.92,4.876232174,64.22,0.73,4.405,3.675,228.5755516,148.8980216,255.9758138,1930.973269,69.93377706,286.7055267,216.7717496,23.38183486,5.19,51.08850735,264.83,0.835,13.2,12.365,334.03,1119.2,1768.97,38.38,64.22,1929.44139,264.83,1.212121212,5.099848527,34.59711501,74.48568991,0.453333333,1.330023883,4.534574839,44.32898236,0.66690192,6.327842887,4.02099709,16.52508254,0.711218974,3.502979809,5.963076643,7.71457659,17.23630152,4.211596781,105.0282209,308.4386711,2652.032661,0.450099601,107.55368,2328.524004,0.035958424,5.004184386,19.7722614,2328.524004,19.73630297,3770.088952,100.5917612,0.102027872,2.0225,30,191.8854,10.07399,66.57213671,66.34089063,40
ACO08C,ACO,8,0,0,1,196.1999057,192.28,32.37894308,100.83,391.13,173.17,221.15,47.98,578.2490708,499.445,233.1569639,103.02,1839.19,416.1125,709.5775,293.465,1704.513662,1725.11,357.1868925,691.54,3538.51,1467.6675,1946.7,479.0325,66.48647493,68.78,8.799248094,46.79,87.94,59.655,73.14,13.485,2.874577053,1.39,3.845367879,56.04,0.565,3.44,2.875,195.7874206,109.8478804,259.5798531,2498.020368,42.9264896,233.0440077,190.1175181,23.27632421,3.45,56.72590796,305.39,0.155,9.535,9.38,290.3,1736.17,2846.97,41.15,56.04,2497.774449,305.39,0.070635838,0.260484058,2.38747214,6.006259929,0.032573477000000003,0.089781123,0.457801004,3.850765995,0.056537461,5.598666326,3.552811016,17.8144824,0.201060478,2.999319201,5.131372978,7.391328356,18.01554288,4.392009155,626.2359869,185.6080864,6961.953735,0.456101357,57.01280968,2163.34129,0.011601207,1.935652884,9.085500829,2163.34129,9.073899622,1468.092638,81.03053094,0.024049714,1.445,19,171.972,9.028529,68.75264554,69.11742263,339
ACO08D,ACO,8,0,0,0,157.5441899,149.97,43.91727685,107.77,483.07,139.69,164.79,25.1,685.7904968,671.23,259.2387958,172.74,1776.03,464.575,859.335,394.76,1802.127737,1808.86,246.2320657,551.99,2921.47,1682.95,1944.165,261.215,58.2348989,56.38,8.687384438,46.32,78.68,50.03,65.8225,15.7925,2.241395776,1.08,3.968489498,71.08,0.49,2.5,2.01,171.6383608,107.6598614,204.5998308,1743.533872,46.74829718,213.3081555,166.5598584,17.54679522,0.46,54.58726438,483.07,0,5.11,5.11,375.3,1603.29,2369.48,32.36,71.08,1743.533872,483.07,0.024615385,0.396232687,7.254798016,15.77052582,0.073782383000000007,0.195869726,1.028381873,10.05937419,0.131363634,3.278322692,3.490471087,14.01415483,0.079558634,0.980044411,2.302960238,3.99047913,14.09371346,3.010434719,129.9785515,170.6633743,6989.879608,0.463919832,24.7119681,610.1785211,0,0.25761447,4.970832459,610.1785211,4.970832459,488.4071627,97.9875049,0.033736388,2.075,31,180.8878,9.496609,72.86902411,62.15664412,87
ACO09A,ACO,9,1,1,1,227.1795062,233.6,43.56934608,108.08,349.84,205.515,255.88,50.365,702.877679,710.16,244.1263799,270.48,1779.4,514.27,824.64,310.37,1916.94833,1933.18,341.6372986,871.44,2810.63,1750.75,2127.17,376.42,61.54454545,62.475,9.451099381,45.05,81.22,52.1875,69.38,17.1925,4.536025918,2.31,6.353539472,70.56,0.93,5.735,4.805,203.8727781,114.3721518,266.1360611,2390.280863,46.45603275,267.2367985,220.7807657,44.83334773,2.22,89.10559364,349.84,0,15.295,15.295,241.76,1508.92,1939.19,36.17,70.56,2390.280863,349.84,0.344615385,3.40427249,18.73536715,47.20738323,0.372965517,1.065957838,6.15731257,27.99943531,0.622967742,9.271277139,13.07702187,66.11135786,1.0551984,3.252707122,5.188453321,8.972957193,67.16655626,5.720250071,326.5803216,185.9196389,6374.248695,0.397751827,35.04969073,398.019613,0,0.19069656,4.153949207,398.019613,4.153949207,1061.757623,113.061429,0.15511782,1.6025,22,170.5977,8.956379,50.36969394,54.65026348,49
ACO09B,ACO,9,0,1,0,228.32208,229,29.8708369,103.09,309.03,213.76,245.97,32.21,627.2972789,610.06,234.7936507,316.85,2224.46,484.44,700.665,216.225,1784.921701,1729.6,563.8013087,388.09,3305.03,1367.435,2222.11,854.675,65.79214765,67.04,6.489711146,46.49,79.12,61.91,69.97,8.06,4.082885906,2.6,6.324358561,67.63,0.94,5.38,4.44,281.6961705,117.5870442,420.1791047,2346.581036,52.94642304,301.9951933,249.0487702,36.91738255,7.88,74.03818874,309.03,2.26,16.79,14.53,205.94,1907.61,2916.94,32.63,67.63,2346.581036,309.03,3.784347826,12.46666667,58.52917645,130.3044188,1.174084507,2.568315412,15.54278852,118.5984407,1.718958057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.6488147,9826.710892,0.43010529,31.56693872,421.2608542,0.301085297,1.210488313,4.165552516,421.2608542,3.864467219,899.2642304,129.3478703,0.205641097,1.655,23,195.0421,10.23971,37.55835106,42.35435193,19
ACO09C,ACO,9,0,0,1,245.0193939,243.21,24.10242325,106.44,310.22,232.635,260.345,27.71,587.8195364,516.37,204.7187234,278.48,1200.7,455.79,688.85,233.06,1937.439172,1988.145,376.0495878,1075.39,2726.22,1653.88,2187.03,533.15,65.22569079,67.82,8.1906284,45.54,77.08,62.4325,70.6575,8.225,2.413881579,0.74,4.927876125,61.52,0.34,2.105,1.765,149.2503239,68.20950127,245.3732098,2721.625072,30.26703642,172.0738999,141.8068635,20.31342105,1.39,61.64617058,306.63,0.185,5.2425,5.0575,203.78,922.22,1650.83,31.54,61.52,2721.625072,306.63,0.384784689,1.145987302,18.12390554,47.93567178,0.204199387,0.710887183,4.234628951,31.11340729,0.503208829,9.042353591,10.39356561,47.78900079,0.545814852,3.808719339,5.951978014,11.15127357,48.33481564,7.342554229,185.9429032,138.3489678,11154.03099,0.380023313,48.60670129,880.1074943,0.159525856,1.015155074,2.825202929,880.1074943,2.665677074,552.1177212,169.1300062,0.273243326,0.9725,10,185.5398,9.740837,56.55498391,69.35156412,24
ACO09D,ACO,9,0,0,0,224.5614196,219.43,25.57993021,108.71,301.01,206.38,240.77,34.39,625.1160714,563.27,249.9815936,244.22,1782.21,445.5475,717.67,272.1225,1793.199524,1722,408.8098536,716.33,2766.97,1497.37,2086.35,588.98,71.28990499,74.3,9.916358178,46.62,86.48,67.69,77.88,10.19,3.789406176,1.63,5.517941031,64.2,0.54,4.85,4.31,218.7445792,102.8700206,305.4700824,1844.647898,36.28770497,261.4920793,225.2043743,30.32584323,3.47,71.47083569,301.01,0.57,10.13,9.56,192.3,1537.99,2050.64,39.86,64.2,1844.597082,301.01,0.660253165,2.640521987,18.49318228,47.04381883,0.325026178,1.033191489,4.577434484,33.01767975,0.571979429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529.494807,9587.868977,0.458394486,334.9440057,6300.511141,0.463496511,7.845262733,54.08811385,6300.511141,53.62461734,5333.899599,107.5689477,0.137660678,1.13,13,176.2186,9.251477,76.68865443,78.61790173,47
ACO10A,ACO,10,1,1,1,259.5953903,262.815,33.31551913,102.81,337.74,238.92,279.915,40.995,668.1666873,592.695,275.005626,180.9,1719.28,470.495,830.175,359.68,1869.42178,1774.92,423.243132,970.48,3079.64,1594.055,2136.1025,542.0475,66.54148377,68.17,7.40792252,47.18,80.76,63.595,71.1,7.505,2.044691358,0.88,4.493569807,71.94,0.37,2.1025,1.7325,209.0725355,96.02589766,290.0488783,2019.609267,34.02788875,238.8552218,204.827333,21.38415123,2.33,62.20105211,326.11,0.49,7.24,6.75,234.93,1538.38,2109.16,33.58,71.94,2019.609267,326.11,0.257868069,1.005673546,10.74651515,33.90498316,0.111292458,0.285412204,2.102272182,20.55388454,0.201013251,6.903281497,6.611917451,25.76450684,0.636834975,1.528227807,4.564210597,8.992636255,26.40134182,7.464408449,199.5143183,214.265414,4370.441151,0.463500191,33.45021221,556.7334078,0.110592178,2.301954682,13.66128881,556.7334078,13.55069663,795.9905726,172.4216154,0.211883872,1.0775,12,187.7956,9.859271,58.51911154,60.27035813,52
ACO10B,ACO,10,0,1,0,284.9937755,287.285,65.00470012,129.97,497.94,248.8875,319.865,70.9775,805.8323864,727.22,272.5350889,154.8,1672.73,621.235,939.39,318.155,2012.399773,2011.15,254.0298967,1230.76,2726.1,1858.6125,2166.155,307.5425,63.66118644,60.31,10.20092561,47.67,85.51,54.91,73,18.09,3.721581921,2.45,4.873820695,49.14,1.23,4.44,3.21,208.9056292,109.7134296,284.9010726,2107.887452,42.59584349,237.4569875,194.861144,47.94932203,4.22,101.4413405,497.94,0,22.67,22.67,367.97,1517.93,1495.34,37.84,49.11,2105.486557,497.94,1.747692308,12.18666667,47.37010274,96.13204647,1.019534884,1.805526932,17.04757768,74.2728946,1.323146067,4.343609796,3.112281244,9.323927418,0.353789427,1.91718941,3.805886819,6.461028916,9.677716844,4.543839506,42.7359683,505.1762558,4421.876907,0.424816099,116.8300504,955.865573,0,0.153557195,33.30669498,955.865573,33.30669498,3628.768714,50.58957786,0.038348737,2.075,31,133.7464,7.021687,63.85340586,51.09832943,15
ACO10C,ACO,10,0,0,1,260.9189973,259.06,37.99286572,136.6,440.8,236.38,281.46,45.08,695.227596,627.345,293.3881462,60.23,2011.77,484.7425,834.1225,349.38,1843.204559,1774.145,337.6011604,892.59,3298.64,1640.095,2062.485,422.39,67.58860085,69.755,7.711255425,47.84,80.64,61.9675,73.33,11.3625,2.685525568,1.315,3.68442796,64.82,0.5175,3.2925,2.775,203.9722485,102.874662,294.5590097,2060.402969,41.44211471,231.5432316,190.1011169,30.77757813,3.095,75.78693871,429.94,0.5475,11.005,10.4575,304.2,1951.54,2406.05,32.8,64.82,2060.402969,429.94,0.168271363,0.798543294,5.431151858,16.1173976,0.082642973,0.215581325,1.396004973,9.251743984,0.121809683,5.295635746,3.766353859,22.64682155,0.262461105,3.058729119,4.388879182,7.141586478,22.90928265,4.082857359,430.1769691,157.2609985,5304.380751,0.454778768,23.57375391,646.6425465,0.174298457,3.159327802,11.97871692,646.6425465,11.80441846,852.9397934,89.53249735,0.185550908,1.13,13,194.3131,10.20144,69.58005461,61.54046198,148
ACO10D,ACO,10,0,0,0,235.950303,230.775,43.30026201,116.57,577.64,210.885,254.2125,43.3275,711.4895586,629.29,319.9455169,162.72,1992.09,476.96,854.03,377.07,1837.828234,1786.32,349.9751272,899.21,3663.31,1638.69,1990.25,351.56,66.4052352,69.46,9.477066595,46.52,84.28,57.385,73.515,16.13,2.904097117,1.56,4.043675037,66.29,0.59,3.825,3.235,228.6025995,105.538957,325.0511561,2216.520673,44.16340613,259.5413268,215.3779207,27.45558422,3.69,71.84767633,577.64,0,12.18,12.18,461.07,1829.37,2764.1,37.76,66.29,2216.520673,577.64,0.432941176,1.782242159,12.40392168,34.06748711,0.181132075,0.459155468,2.654304131,22.10045211,0.280757347,5.724144903,4.205168729,23.01869401,0.387179648,2.838291974,5.116114027,7.482917111,23.40587366,4.644625138,154.6115526,194.5380871,5095.252132,0.460209087,41.31144567,464.6363373,2.08e-6,1.822392526,12.21401615,464.6363373,12.21401406,1185.064633,103.7737883,0.080558931,1.4975,20,184.2264,9.671886,60.82648583,67.93334784,66
ACO11A,ACO,11,1,1,1,230.088746,204.72,69.61927145,179.39,584.29,191.265,241.565,50.3,637.3600482,647.05,177.1765477,309.05,1074.33,487.14,788.985,301.845,1915.49241,1956.57,343.2558772,655.86,2828.73,1757.77,2116.34,358.57,55.94376499,59.01,7.004670384,41.07,69.76,49.35,61.05,11.7,2.163501199,1.23,3.409826118,54.12,0.49,2.78,2.29,189.6983102,105.0829838,263.9896702,2080.901329,37.74297452,240.7184387,202.9754642,35.11664269,1.68,110.2410526,584.29,0.18,4.81,4.63,404.9,765.28,2172.87,28.69,54.11,2080.901329,584.29,0.275643564,1.318714386,18.20821674,45.344870040000004,0.225714286,0.498520812,5.351046351,28.90607908,0.329672609,7.742462239,5.349126785,19.88007771,0.135667466,2.30763084,6.814306217,11.73220969,20.01574518,9.42457885,196.3002604,85.22560186,8097.956371,0.457511158,4.851333078,87.55518708,9.42e-4,0.224618121,1.340037482,87.55518708,1.339094984,121.1919341,105.3465434,0.085435271,1.13,13,168.1917,8.830061,87.10915387,83.9465257,44
ACO11B,ACO,11,0,1,0,213.8259542,192.25,65.89769148,159.78,556.39,177.555,230.865,53.31,635.5199015,604.42,220.8799275,296.56,1464.61,449.9,806.805,356.905,1873.27803,1906.5,324.9132432,839.99,2707.14,1718.665,2064.305,345.64,55.69468293,57.43,6.632246205,41.78,67.54,49.68,61.33,11.65,2.847853659,1.63,4.467702866,54.66,0.69,3.96,3.27,219.5000964,114.5478115,319.1367137,2239.95443,50.40509815,252.4869478,202.0818497,43.41019512,3.02,106.2904442,556.39,0,10.58,10.58,396.61,1168.05,1867.15,25.76,54.66,2239.95443,556.39,1.089855072,7.726185567,42.25140922,95.24743316,0.648888889,1.301357904,13.35635664,67.53532352,0.876221566,8.307178711,6.814816007,24.43656428,1.660538595,3.500381167,4.9841494,11.25984635,26.09710288,7.75946518,168.7874684,433.3641853,10625.45815,0.46571693,31.027995,334.1061051,0.023016754,0.436448541,2.437070358,334.1061051,2.414053604,414.4651135,48.45529541,0.079132948,2.0225,30,166.3536,8.733564,85.43629357,74.64472663,23
ACO11C,ACO,11,0,0,1,269.1273,270.42,43.75866734,104.03,346.92,255.54,301.495,45.955,555.262623,522.765,166.6226154,260.39,1239.09,453.7325,621.2325,167.5,1691.285902,1621.685,370.559169,1067.6,2674.99,1380.815,1942.2575,561.4425,63.98772358,64.22,6.050660418,47.91,76.09,60.93,68.61,7.68,2.693739837,1.49,4.939113612,50.19,0.5,3.31,2.81,213.820779,133.7170402,282.9731944,1989.778153,57.51851102,281.3154762,223.7969652,33.52390244,3.02,81.1454319,319.6,0.79,7.855,7.065,242.89,978.7,1607.39,28.18,50.17,1988.647146,319.6,1.563943662,10.41758558,87.42297723,164.6256339,0.926315789,1.695840245,17.02581677,108.593366,1.368072258,8.133889028,5.591775582,19.47014782,1.357590977,4.410657731,7.020679341,9.850742444,20.82773879,5.440084713,47.92663731,217.7952089,8876.558304,0.410386439,23.53691354,240.3949577,0.567545459,2.295092234,8.355522351,240.3949577,7.787976892,829.3181042,87.72084323,0.177898997,1.76,25,192.6133,10.1122,48.59060162,52.25408228,12
ACO11D,ACO,11,0,0,0,202.7559494,192.8,56.57646513,170.25,572.95,182.225,203.975,21.75,653.7400671,592.02,224.3184157,290.88,1389.35,491.53,792.07,300.54,1678.300201,1740.61,401.7174372,925.12,2749.56,1406.09,1917.35,511.26,56.08893333,57.505,5.801628462,45.18,68.41,52.045,60.3075,8.2625,2.975066667,1.855,4.455220412,47.44,0.6625,4.3825,3.72,197.0260541,91.53993585,337.9926471,2964.308316,42.38211555,213.2248428,170.8427273,36.84566667,1.405,89.8842181,572.95,0,4.2675,4.2675,402.7,1098.47,1824.44,23.23,47.41,2964.210135,572.95,0.552277433,3.024866514,53.77912611,71.92638447,0.80181314,1.338635747,15.41122342,82.40894562,1.24436389,10.41178086,7.214998986,25.97554037,0.612549291,4.216910912,10.56463112,13.89905875,26.58808966,9.682147835,160.2700671,1054.986199,10920.86678,0.449708939,51.6225974,497.1766043,0.204837482,1.050763177,5.605638972,497.1766349,5.40080149,935.6737573,167.7916356,0.279571005,1.2875,16,151.3775,7.94732,56.2015942,69.39477499,16
ACO12A,ACO,12,1,1,1,240.6012914,240.7,26.53332307,104.76,375.42,227.45,254.17,26.72,647.8412941,608.31,209.8828148,158.54,2285.53,505.61,740.55,234.94,1734.275791,1691.03,398.6272013,544.5,3087.29,1473.41,1944.26,470.85,68.0880704,71.08,7.98180077,44.19,82.85,63.3,74.04,10.74,2.376923077,1.01,4.037639381,69.74,0.365,2.73,2.365,207.2684225,104.4135886,310.0087514,2227.537701,38.17741083,228.7947678,190.6173569,22.79538462,2.01,65.54972369,375.42,0.295,5.41,5.115,270.66,2126.99,2542.79,38.66,69.74,2227.537701,375.42,0.19027027,0.593414304,10.07991016,24.60143575,0.096542373,0.30953613,1.894674902,17.22744691,0.197561769,5.102920136,6.95528629,43.90000814,0.207878996,1.405496959,2.709121781,7.324891249,44.10788714,5.919394289,243.9997613,161.9458287,4437.711382,0.444694056,19.84408671,177.7790565,0.176411218,3.103989639,13.20955483,177.7790565,13.03314361,723.2837378,164.021077,0.203670805,0.815,7,188.5439,9.898555,87.90523607,83.1889196,57
ACO12B,ACO,12,0,1,0,298.7294545,309.98,42.45572039,145.68,358.2,276.99,328.205,51.215,687.9909091,683.28,240.5194036,275.75,1250.25,501.155,818.43,317.275,2035.688,2077.04,413.8986901,770.51,3033.77,1811.73,2263.055,451.325,76.84339286,79.195,6.320284883,61.15,84.12,72.72,81.8625,9.1425,3.730178571,1.365,9.4997132,70.07,0.585,3.13,2.545,312.9324471,149.4219102,422.4533005,2163.631529,76.00123184,337.163023,261.1617911,20.68642857,8.7,47.15351854,302.52,3.4425,15.775,12.3325,212.52,974.5,2263.26,22.97,70.07,2163.42418,302.52,10.02044444,23.52431278,212.9871823,426.1970865,2.01089701,4.503930736,22.42594071,339.2467908,4.04384755,8.588339549,3.705688355,9.14187463,5.248099014,5.673373078,7.65497192,10.97263496,14.38997364,5.299261885,17.71671717,2933.106461,5305.579376,0.445831577,1100.404861,7886.481761,6.83024193,153.9166039,422.495679,7886.481761,415.6654371,29436.38783,123.0039591,0.274564317,2.5475,40,160.5685,8.429846,26.13254393,26.13254393,5
ACO12C,ACO,12,0,0,1,265.0130435,259.77,27.18136724,148.55,562.08,250.41,273.57,23.16,685.9297421,640.765,213.8519099,131.38,2000.41,533.43,816.675,283.245,1957.76693,2012.735,442.8843228,658.48,3440.82,1682.78,2286.7875,604.0075,69.59823774,73.31,9.193258104,46.63,82.47,62.525,76.55,14.025,2.50513289,1.145,4.363716327,74.31,0.38,2.9175,2.5375,172.0704799,91.20798397,239.4848729,2372.268963,34.53235891,209.2147047,174.6823458,20.7207392,1.94,68.06423152,562.08,0.18,5.22,5.04,413.53,1869.03,2782.34,35.84,74.31,2372.268963,562.08,0.10271664,0.35608144,5.57227106,14.88905853,0.074486607,0.200171971,1.098695513,9.123857132,0.13283205,5.125574963,3.430404125,17.24732712,0.265427458,3.15737471,4.363501916,6.351481378,17.51275458,3.194106668,305.4195952,676.3175407,4624.402571,0.421537741,141.7212117,1576.792344,0.156994206,11.07261197,73.08149637,1576.792344,72.92450216,3089.609318,151.2116342,0.092084669,1.34,17,183.0771,9.611545,67.60277297,72.10695347,97
ACO12D,ACO,12,0,0,0,327.3727451,324.6,65.52346078,242.38,521.2,272.24,353.69,81.45,838.7542975,800.72,227.2416154,424.24,1684.58,697.2,934.03,236.83,1848.458595,1818.31,308.5687217,1273.25,2828.37,1630.38,2057.14,426.76,63.56106557,57.31,11.039329,49.88,82.25,53.5925,75.125,21.5325,2.818360656,1.4,6.550959599,67.76,0.62,2.9575,2.3375,165.7627152,89.01015849,295.8178147,2392.172333,31.22432594,191.7753615,160.5510356,28.60885246,0,96.55637366,521.2,0,8.0125,8.0125,278.82,1260.34,1555.12,32.37,67.73,2391.440879,521.2,0,8.501369335,50.79306229,86.71824664,0.952032653,1.356380765,14.6458117,84.85938107,1.442811435,18.56627908,24.98498424,59.63877354,2.676769071,3.435134447,8.547171402,27.28187771,62.31554262,23.84674326,130.1824598,740.6898929,11383.66241,0.458635116,159.2991631,1431.888035,0,0.00244789,40.26040483,1431.888035,40.26040483,3822.796374,111.4159503,0.307745853,1.7075,24,181.157,9.510744,94.92661362,78.00265379,7
